,Experiment Description,Data Definition,Well Substrate,Data Value,Data Submitter
53315,b3731 mutant Biolog assay,OD600 growth,L-Arabinose,1.42,Blattner Laboratory
53319,b3750 mutant Biolog assay,OD600 growth,L-Arabinose,1.0,Blattner Laboratory
53320,b3751 mutant Biolog assay,OD600 growth,L-Arabinose,0.91,Blattner Laboratory
53322,b3771 mutant Biolog assay,OD600 growth,L-Arabinose,0.68,Blattner Laboratory
53324,b3787 mutant Biolog assay,OD600 growth,L-Arabinose,1.19,Blattner Laboratory
53325,b3789 mutant Biolog assay,OD600 growth,L-Arabinose,1.16,Blattner Laboratory
53327,b3806 mutant Biolog assay,OD600 growth,L-Arabinose,1.4,Blattner Laboratory
53329,b3821 mutant Biolog assay,OD600 growth,L-Arabinose,1.14,Blattner Laboratory
53331,b3829 mutant Biolog assay,OD600 growth,L-Arabinose,0.61,Blattner Laboratory
53332,b3831 mutant Biolog assay,OD600 growth,L-Arabinose,1.65,Blattner Laboratory
53334,b3849 mutant Biolog assay,OD600 growth,L-Arabinose,1.41,Blattner Laboratory
53335,b3857 mutant Biolog assay,OD600 growth,L-Arabinose,1.31,Blattner Laboratory
53336,b3860 mutant Biolog assay,OD600 growth,L-Arabinose,1.35,Blattner Laboratory
53338,b3867 mutant Biolog assay,OD600 growth,L-Arabinose,1.44,Blattner Laboratory
53341,b3870 mutant Biolog assay,OD600 growth,L-Arabinose,1.34,Blattner Laboratory
53342,b3892 mutant Biolog assay,OD600 growth,L-Arabinose,2.08,Blattner Laboratory
53343,b3893 mutant Biolog assay,OD600 growth,L-Arabinose,2.06,Blattner Laboratory
53344,b3894 mutant Biolog assay,OD600 growth,L-Arabinose,1.69,Blattner Laboratory
53347,b3902 mutant Biolog assay,OD600 growth,L-Arabinose,1.42,Blattner Laboratory
53348,b3903 mutant Biolog assay,OD600 growth,L-Arabinose,1.75,Blattner Laboratory
53349,b3904 mutant Biolog assay,OD600 growth,L-Arabinose,1.06,Blattner Laboratory
53352,b3908 mutant Biolog assay,OD600 growth,L-Arabinose,1.61,Blattner Laboratory
