,Experiment Description,Data Definition,Well Substrate,Data Value,Data Submitter
7045,b3091 mutant Biolog assay,OD600 growth,Gly-Glu,0.85,Blattner Laboratory
7046,b3093 mutant Biolog assay,OD600 growth,Gly-Glu,0.83,Blattner Laboratory
7047,b3132 mutant Biolog assay,OD600 growth,Gly-Glu,0.9,Blattner Laboratory
7048,b3137 mutant Biolog assay,OD600 growth,Gly-Glu,0.85,Blattner Laboratory
7049,b3161 mutant Biolog assay,OD600 growth,Gly-Glu,0.78,Blattner Laboratory
7050,b3172 mutant Biolog assay,OD600 growth,Gly-Glu,0.12,Blattner Laboratory
7051,b3213 mutant Biolog assay,OD600 growth,Gly-Glu,0.61,Blattner Laboratory
7052,b3224 mutant Biolog assay,OD600 growth,Gly-Glu,0.86,Blattner Laboratory
7053,b3225 mutant Biolog assay,OD600 growth,Gly-Glu,0.86,Blattner Laboratory
7054,b3236 mutant Biolog assay,OD600 growth,Gly-Glu,1.17,Blattner Laboratory
7055,b3265 mutant Biolog assay,OD600 growth,Gly-Glu,1.2,Blattner Laboratory
7056,b3336 mutant Biolog assay,OD600 growth,Gly-Glu,0.96,Blattner Laboratory
7057,b3359 mutant Biolog assay,OD600 growth,Gly-Glu,1.31,Blattner Laboratory
7058,b3396 mutant Biolog assay,OD600 growth,Gly-Glu,1.09,Blattner Laboratory
7059,b3403 mutant Biolog assay,OD600 growth,Gly-Glu,1.09,Blattner Laboratory
7060,b3409 mutant Biolog assay,OD600 growth,Gly-Glu,1.29,Blattner Laboratory
7061,b3415 mutant Biolog assay,OD600 growth,Gly-Glu,1.34,Blattner Laboratory
7062,b3416 mutant Biolog assay,OD600 growth,Gly-Glu,1.31,Blattner Laboratory
7063,b3426 mutant Biolog assay,OD600 growth,Gly-Glu,1.41,Blattner Laboratory
7064,b3429 mutant Biolog assay,OD600 growth,Gly-Glu,1.06,Blattner Laboratory
7065,b3430 mutant Biolog assay,OD600 growth,Gly-Glu,1.28,Blattner Laboratory
7066,b3431 mutant Biolog assay,OD600 growth,Gly-Glu,1.2,Blattner Laboratory
7067,b3437 mutant Biolog assay,OD600 growth,Gly-Glu,1.05,Blattner Laboratory
7068,b3450 mutant Biolog assay,OD600 growth,Gly-Glu,0.86,Blattner Laboratory
7069,b3451 mutant Biolog assay,OD600 growth,Gly-Glu,1.12,Blattner Laboratory
7070,b3454 mutant Biolog assay,OD600 growth,Gly-Glu,1.02,Blattner Laboratory
7071,b3456 mutant Biolog assay,OD600 growth,Gly-Glu,1.33,Blattner Laboratory
7072,b3500 mutant Biolog assay,OD600 growth,Gly-Glu,0.51,Blattner Laboratory
7073,b3517 mutant Biolog assay,OD600 growth,Gly-Glu,0.83,Blattner Laboratory
7074,b3519 mutant Biolog assay,OD600 growth,Gly-Glu,0.84,Blattner Laboratory
7075,b3542 mutant Biolog assay,OD600 growth,Gly-Glu,0.17,Blattner Laboratory
7076,b3543 mutant Biolog assay,OD600 growth,Gly-Glu,0.15,Blattner Laboratory
7077,b3544 mutant Biolog assay,OD600 growth,Gly-Glu,0.15,Blattner Laboratory
7078,b3551 mutant Biolog assay,OD600 growth,Gly-Glu,0.87,Blattner Laboratory
7079,b3564 mutant Biolog assay,OD600 growth,Gly-Glu,0.48,Blattner Laboratory
7080,b3565 mutant Biolog assay,OD600 growth,Gly-Glu,0.32,Blattner Laboratory
7081,b3566 mutant Biolog assay,OD600 growth,Gly-Glu,1.08,Blattner Laboratory
7082,b3567 mutant Biolog assay,OD600 growth,Gly-Glu,1.2,Blattner Laboratory
7083,b3568 mutant Biolog assay,OD600 growth,Gly-Glu,0.4,Blattner Laboratory
7084,b3571 mutant Biolog assay,OD600 growth,Gly-Glu,0.92,Blattner Laboratory
7085,b3572 mutant Biolog assay,OD600 growth,Gly-Glu,1.44,Blattner Laboratory
7086,b3580 mutant Biolog assay,OD600 growth,Gly-Glu,1.01,Blattner Laboratory
7087,b3588 mutant Biolog assay,OD600 growth,Gly-Glu,0.44,Blattner Laboratory
7088,b3600 mutant Biolog assay,OD600 growth,Gly-Glu,0.48,Blattner Laboratory
7089,b3603 mutant Biolog assay,OD600 growth,Gly-Glu,0.8,Blattner Laboratory
7090,b3605 mutant Biolog assay,OD600 growth,Gly-Glu,0.98,Blattner Laboratory
7091,b3653 mutant Biolog assay,OD600 growth,Gly-Glu,0.5,Blattner Laboratory
7092,b3671 mutant Biolog assay,OD600 growth,Gly-Glu,0.79,Blattner Laboratory
7093,b3721 mutant Biolog assay,OD600 growth,Gly-Glu,1.07,Blattner Laboratory
7094,b3725 mutant Biolog assay,OD600 growth,Gly-Glu,1.05,Blattner Laboratory
7095,b3731 mutant Biolog assay,OD600 growth,Gly-Glu,0.37,Blattner Laboratory
7096,b3750 mutant Biolog assay,OD600 growth,Gly-Glu,0.83,Blattner Laboratory
7097,b3751 mutant Biolog assay,OD600 growth,Gly-Glu,0.76,Blattner Laboratory
7098,b3771 mutant Biolog assay,OD600 growth,Gly-Glu,0.14,Blattner Laboratory
7099,b3787 mutant Biolog assay,OD600 growth,Gly-Glu,0.88,Blattner Laboratory
7100,b3789 mutant Biolog assay,OD600 growth,Gly-Glu,1.01,Blattner Laboratory
7101,b3806 mutant Biolog assay,OD600 growth,Gly-Glu,0.59,Blattner Laboratory
7102,b3821 mutant Biolog assay,OD600 growth,Gly-Glu,1.0,Blattner Laboratory
7103,b3829 mutant Biolog assay,OD600 growth,Gly-Glu,0.15,Blattner Laboratory
7104,b3831 mutant Biolog assay,OD600 growth,Gly-Glu,1.2,Blattner Laboratory
7105,b3849 mutant Biolog assay,OD600 growth,Gly-Glu,1.18,Blattner Laboratory
7106,b3857 mutant Biolog assay,OD600 growth,Gly-Glu,0.95,Blattner Laboratory
7107,b3860 mutant Biolog assay,OD600 growth,Gly-Glu,0.66,Blattner Laboratory
7108,b3867 mutant Biolog assay,OD600 growth,Gly-Glu,0.68,Blattner Laboratory
7109,b3870 mutant Biolog assay,OD600 growth,Gly-Glu,0.97,Blattner Laboratory
7110,b3892 mutant Biolog assay,OD600 growth,Gly-Glu,1.2,Blattner Laboratory
7111,b3893 mutant Biolog assay,OD600 growth,Gly-Glu,1.25,Blattner Laboratory
7112,b3894 mutant Biolog assay,OD600 growth,Gly-Glu,1.04,Blattner Laboratory
7113,b3902 mutant Biolog assay,OD600 growth,Gly-Glu,1.63,Blattner Laboratory
7114,b3903 mutant Biolog assay,OD600 growth,Gly-Glu,1.13,Blattner Laboratory
7115,b3904 mutant Biolog assay,OD600 growth,Gly-Glu,1.01,Blattner Laboratory
7116,b3908 mutant Biolog assay,OD600 growth,Gly-Glu,1.22,Blattner Laboratory
7117,b3909 mutant Biolog assay,OD600 growth,Gly-Glu,1.24,Blattner Laboratory
7118,b3916 mutant Biolog assay,OD600 growth,Gly-Glu,1.28,Blattner Laboratory
7119,b3917 mutant Biolog assay,OD600 growth,Gly-Glu,1.44,Blattner Laboratory
7120,b3919 mutant Biolog assay,OD600 growth,Gly-Glu,1.26,Blattner Laboratory
7121,b3924 mutant Biolog assay,OD600 growth,Gly-Glu,0.89,Blattner Laboratory
7122,b3925 mutant Biolog assay,OD600 growth,Gly-Glu,1.18,Blattner Laboratory
7123,b3926 mutant Biolog assay,OD600 growth,Gly-Glu,1.18,Blattner Laboratory
7124,b3927 mutant Biolog assay,OD600 growth,Gly-Glu,1.54,Blattner Laboratory
7125,b3930 mutant Biolog assay,OD600 growth,Gly-Glu,1.05,Blattner Laboratory
7126,b3942 mutant Biolog assay,OD600 growth,Gly-Glu,1.3,Blattner Laboratory
7127,b3945 mutant Biolog assay,OD600 growth,Gly-Glu,1.2,Blattner Laboratory
7128,b3952 mutant Biolog assay,OD600 growth,Gly-Glu,1.16,Blattner Laboratory
7129,b3957 mutant Biolog assay,OD600 growth,Gly-Glu,0.12,Blattner Laboratory
7130,b3958 mutant Biolog assay,OD600 growth,Gly-Glu,0.45,Blattner Laboratory
7131,b3959 mutant Biolog assay,OD600 growth,Gly-Glu,0.28,Blattner Laboratory
7132,b3991 mutant Biolog assay,OD600 growth,Gly-Glu,1.14,Blattner Laboratory
7133,b3992 mutant Biolog assay,OD600 growth,Gly-Glu,0.94,Blattner Laboratory
7134,b3993 mutant Biolog assay,OD600 growth,Gly-Glu,1.09,Blattner Laboratory
7135,b3994 mutant Biolog assay,OD600 growth,Gly-Glu,1.01,Blattner Laboratory
7136,b4005 mutant Biolog assay,OD600 growth,Gly-Glu,1.47,Blattner Laboratory
7137,b4006 mutant Biolog assay,OD600 growth,Gly-Glu,0.29,Blattner Laboratory
7138,b4013 mutant Biolog assay,OD600 growth,Gly-Glu,0.48,Blattner Laboratory
7139,b4025 mutant Biolog assay,OD600 growth,Gly-Glu,1.04,Blattner Laboratory
7140,b4033 mutant Biolog assay,OD600 growth,Gly-Glu,1.18,Blattner Laboratory
7141,b4035 mutant Biolog assay,OD600 growth,Gly-Glu,1.27,Blattner Laboratory
7142,b4039 mutant Biolog assay,OD600 growth,Gly-Glu,1.47,Blattner Laboratory
7143,b4041 mutant Biolog assay,OD600 growth,Gly-Glu,0.8,Blattner Laboratory
7144,b4054 mutant Biolog assay,OD600 growth,Gly-Glu,1.54,Blattner Laboratory
7145,b4070 mutant Biolog assay,OD600 growth,Gly-Glu,1.0,Blattner Laboratory
7146,b4071 mutant Biolog assay,OD600 growth,Gly-Glu,1.15,Blattner Laboratory
7147,b4072 mutant Biolog assay,OD600 growth,Gly-Glu,1.48,Blattner Laboratory
7148,b4073 mutant Biolog assay,OD600 growth,Gly-Glu,1.39,Blattner Laboratory
7149,b4090 mutant Biolog assay,OD600 growth,Gly-Glu,0.88,Blattner Laboratory
7150,b4094 mutant Biolog assay,OD600 growth,Gly-Glu,1.2,Blattner Laboratory
7151,b4095 mutant Biolog assay,OD600 growth,Gly-Glu,1.19,Blattner Laboratory
7152,b4096 mutant Biolog assay,OD600 growth,Gly-Glu,1.78,Blattner Laboratory
7153,b4100 mutant Biolog assay,OD600 growth,Gly-Glu,0.98,Blattner Laboratory
7154,b4104 mutant Biolog assay,OD600 growth,Gly-Glu,1.09,Blattner Laboratory
7155,b4105 mutant Biolog assay,OD600 growth,Gly-Glu,1.05,Blattner Laboratory
7156,b4106 mutant Biolog assay,OD600 growth,Gly-Glu,1.21,Blattner Laboratory
7157,b4111 mutant Biolog assay,OD600 growth,Gly-Glu,1.42,Blattner Laboratory
7158,b4117 mutant Biolog assay,OD600 growth,Gly-Glu,1.34,Blattner Laboratory
7159,b4119 mutant Biolog assay,OD600 growth,Gly-Glu,1.34,Blattner Laboratory
7160,b4120 mutant Biolog assay,OD600 growth,Gly-Glu,1.31,Blattner Laboratory
7161,b4129 mutant Biolog assay,OD600 growth,Gly-Glu,0.8,Blattner Laboratory
7162,b4138 mutant Biolog assay,OD600 growth,Gly-Glu,2.39,Blattner Laboratory
7163,b4173 mutant Biolog assay,OD600 growth,Gly-Glu,1.29,Blattner Laboratory
7164,b3091 mutant Biolog assay,OD600 growth,Gly-Met,1.69,Blattner Laboratory
7165,b3093 mutant Biolog assay,OD600 growth,Gly-Met,2.1,Blattner Laboratory
7166,b3132 mutant Biolog assay,OD600 growth,Gly-Met,2.18,Blattner Laboratory
7167,b3137 mutant Biolog assay,OD600 growth,Gly-Met,2.09,Blattner Laboratory
7168,b3161 mutant Biolog assay,OD600 growth,Gly-Met,2.21,Blattner Laboratory
7169,b3172 mutant Biolog assay,OD600 growth,Gly-Met,0.13,Blattner Laboratory
7170,b3213 mutant Biolog assay,OD600 growth,Gly-Met,1.58,Blattner Laboratory
7171,b3224 mutant Biolog assay,OD600 growth,Gly-Met,1.85,Blattner Laboratory
7172,b3225 mutant Biolog assay,OD600 growth,Gly-Met,2.34,Blattner Laboratory
7173,b3236 mutant Biolog assay,OD600 growth,Gly-Met,0.41,Blattner Laboratory
7174,b3265 mutant Biolog assay,OD600 growth,Gly-Met,2.29,Blattner Laboratory
7175,b3336 mutant Biolog assay,OD600 growth,Gly-Met,1.32,Blattner Laboratory
7176,b3359 mutant Biolog assay,OD600 growth,Gly-Met,2.07,Blattner Laboratory
7177,b3396 mutant Biolog assay,OD600 growth,Gly-Met,1.18,Blattner Laboratory
7178,b3403 mutant Biolog assay,OD600 growth,Gly-Met,2.18,Blattner Laboratory
7179,b3409 mutant Biolog assay,OD600 growth,Gly-Met,1.78,Blattner Laboratory
7180,b3415 mutant Biolog assay,OD600 growth,Gly-Met,1.12,Blattner Laboratory
7181,b3416 mutant Biolog assay,OD600 growth,Gly-Met,1.55,Blattner Laboratory
7182,b3426 mutant Biolog assay,OD600 growth,Gly-Met,1.65,Blattner Laboratory
7183,b3429 mutant Biolog assay,OD600 growth,Gly-Met,0.94,Blattner Laboratory
7184,b3430 mutant Biolog assay,OD600 growth,Gly-Met,1.15,Blattner Laboratory
7185,b3431 mutant Biolog assay,OD600 growth,Gly-Met,1.17,Blattner Laboratory
7186,b3437 mutant Biolog assay,OD600 growth,Gly-Met,0.82,Blattner Laboratory
7187,b3450 mutant Biolog assay,OD600 growth,Gly-Met,1.72,Blattner Laboratory
7188,b3451 mutant Biolog assay,OD600 growth,Gly-Met,1.05,Blattner Laboratory
7189,b3454 mutant Biolog assay,OD600 growth,Gly-Met,1.69,Blattner Laboratory
7190,b3456 mutant Biolog assay,OD600 growth,Gly-Met,0.96,Blattner Laboratory
7191,b3500 mutant Biolog assay,OD600 growth,Gly-Met,1.6,Blattner Laboratory
7192,b3517 mutant Biolog assay,OD600 growth,Gly-Met,1.5,Blattner Laboratory
7193,b3519 mutant Biolog assay,OD600 growth,Gly-Met,1.7,Blattner Laboratory
7194,b3542 mutant Biolog assay,OD600 growth,Gly-Met,0.96,Blattner Laboratory
7195,b3543 mutant Biolog assay,OD600 growth,Gly-Met,0.89,Blattner Laboratory
7196,b3544 mutant Biolog assay,OD600 growth,Gly-Met,0.79,Blattner Laboratory
7197,b3551 mutant Biolog assay,OD600 growth,Gly-Met,1.54,Blattner Laboratory
7198,b3564 mutant Biolog assay,OD600 growth,Gly-Met,0.43,Blattner Laboratory
7199,b3565 mutant Biolog assay,OD600 growth,Gly-Met,0.25,Blattner Laboratory
7200,b3566 mutant Biolog assay,OD600 growth,Gly-Met,1.51,Blattner Laboratory
7201,b3567 mutant Biolog assay,OD600 growth,Gly-Met,1.34,Blattner Laboratory
7202,b3568 mutant Biolog assay,OD600 growth,Gly-Met,0.23,Blattner Laboratory
7203,b3571 mutant Biolog assay,OD600 growth,Gly-Met,1.76,Blattner Laboratory
7204,b3572 mutant Biolog assay,OD600 growth,Gly-Met,1.38,Blattner Laboratory
7205,b3580 mutant Biolog assay,OD600 growth,Gly-Met,1.08,Blattner Laboratory
7206,b3588 mutant Biolog assay,OD600 growth,Gly-Met,0.5,Blattner Laboratory
7207,b3600 mutant Biolog assay,OD600 growth,Gly-Met,0.39,Blattner Laboratory
7208,b3603 mutant Biolog assay,OD600 growth,Gly-Met,1.29,Blattner Laboratory
7209,b3605 mutant Biolog assay,OD600 growth,Gly-Met,0.95,Blattner Laboratory
7210,b3653 mutant Biolog assay,OD600 growth,Gly-Met,0.5,Blattner Laboratory
7211,b3671 mutant Biolog assay,OD600 growth,Gly-Met,0.81,Blattner Laboratory
7212,b3721 mutant Biolog assay,OD600 growth,Gly-Met,1.38,Blattner Laboratory
7213,b3725 mutant Biolog assay,OD600 growth,Gly-Met,1.47,Blattner Laboratory
7214,b3731 mutant Biolog assay,OD600 growth,Gly-Met,0.29,Blattner Laboratory
7215,b3750 mutant Biolog assay,OD600 growth,Gly-Met,1.5,Blattner Laboratory
7216,b3751 mutant Biolog assay,OD600 growth,Gly-Met,0.93,Blattner Laboratory
7217,b3771 mutant Biolog assay,OD600 growth,Gly-Met,0.13,Blattner Laboratory
7218,b3787 mutant Biolog assay,OD600 growth,Gly-Met,1.12,Blattner Laboratory
7219,b3789 mutant Biolog assay,OD600 growth,Gly-Met,1.7,Blattner Laboratory
7220,b3806 mutant Biolog assay,OD600 growth,Gly-Met,1.26,Blattner Laboratory
7221,b3821 mutant Biolog assay,OD600 growth,Gly-Met,1.79,Blattner Laboratory
7222,b3829 mutant Biolog assay,OD600 growth,Gly-Met,1.57,Blattner Laboratory
7223,b3831 mutant Biolog assay,OD600 growth,Gly-Met,2.67,Blattner Laboratory
7224,b3849 mutant Biolog assay,OD600 growth,Gly-Met,2.45,Blattner Laboratory
7225,b3857 mutant Biolog assay,OD600 growth,Gly-Met,0.94,Blattner Laboratory
7226,b3860 mutant Biolog assay,OD600 growth,Gly-Met,0.99,Blattner Laboratory
7227,b3867 mutant Biolog assay,OD600 growth,Gly-Met,2.7,Blattner Laboratory
7228,b3870 mutant Biolog assay,OD600 growth,Gly-Met,2.28,Blattner Laboratory
7229,b3892 mutant Biolog assay,OD600 growth,Gly-Met,2.48,Blattner Laboratory
7230,b3893 mutant Biolog assay,OD600 growth,Gly-Met,2.4,Blattner Laboratory
7231,b3894 mutant Biolog assay,OD600 growth,Gly-Met,1.14,Blattner Laboratory
7232,b3902 mutant Biolog assay,OD600 growth,Gly-Met,1.4,Blattner Laboratory
7233,b3903 mutant Biolog assay,OD600 growth,Gly-Met,2.55,Blattner Laboratory
7234,b3904 mutant Biolog assay,OD600 growth,Gly-Met,2.1,Blattner Laboratory
7235,b3908 mutant Biolog assay,OD600 growth,Gly-Met,2.17,Blattner Laboratory
7236,b3909 mutant Biolog assay,OD600 growth,Gly-Met,1.89,Blattner Laboratory
7237,b3916 mutant Biolog assay,OD600 growth,Gly-Met,2.7,Blattner Laboratory
7238,b3917 mutant Biolog assay,OD600 growth,Gly-Met,1.81,Blattner Laboratory
7239,b3919 mutant Biolog assay,OD600 growth,Gly-Met,1.35,Blattner Laboratory
7240,b3924 mutant Biolog assay,OD600 growth,Gly-Met,0.88,Blattner Laboratory
7241,b3925 mutant Biolog assay,OD600 growth,Gly-Met,0.38,Blattner Laboratory
7242,b3926 mutant Biolog assay,OD600 growth,Gly-Met,0.55,Blattner Laboratory
7243,b3927 mutant Biolog assay,OD600 growth,Gly-Met,1.61,Blattner Laboratory
7244,b3930 mutant Biolog assay,OD600 growth,Gly-Met,1.95,Blattner Laboratory
7245,b3942 mutant Biolog assay,OD600 growth,Gly-Met,1.22,Blattner Laboratory
7246,b3945 mutant Biolog assay,OD600 growth,Gly-Met,2.03,Blattner Laboratory
7247,b3952 mutant Biolog assay,OD600 growth,Gly-Met,1.84,Blattner Laboratory
7248,b3957 mutant Biolog assay,OD600 growth,Gly-Met,0.12,Blattner Laboratory
7249,b3958 mutant Biolog assay,OD600 growth,Gly-Met,0.33,Blattner Laboratory
7250,b3959 mutant Biolog assay,OD600 growth,Gly-Met,0.14,Blattner Laboratory
7251,b3991 mutant Biolog assay,OD600 growth,Gly-Met,1.86,Blattner Laboratory
7252,b3992 mutant Biolog assay,OD600 growth,Gly-Met,0.95,Blattner Laboratory
7253,b3993 mutant Biolog assay,OD600 growth,Gly-Met,1.79,Blattner Laboratory
7254,b3994 mutant Biolog assay,OD600 growth,Gly-Met,1.93,Blattner Laboratory
7255,b4005 mutant Biolog assay,OD600 growth,Gly-Met,2.14,Blattner Laboratory
7256,b4006 mutant Biolog assay,OD600 growth,Gly-Met,0.19,Blattner Laboratory
7257,b4013 mutant Biolog assay,OD600 growth,Gly-Met,2.65,Blattner Laboratory
7258,b4025 mutant Biolog assay,OD600 growth,Gly-Met,1.65,Blattner Laboratory
7259,b4033 mutant Biolog assay,OD600 growth,Gly-Met,2.15,Blattner Laboratory
7260,b4035 mutant Biolog assay,OD600 growth,Gly-Met,2.44,Blattner Laboratory
7261,b4039 mutant Biolog assay,OD600 growth,Gly-Met,2.35,Blattner Laboratory
7262,b4041 mutant Biolog assay,OD600 growth,Gly-Met,2.04,Blattner Laboratory
7263,b4054 mutant Biolog assay,OD600 growth,Gly-Met,2.17,Blattner Laboratory
7264,b4070 mutant Biolog assay,OD600 growth,Gly-Met,2.29,Blattner Laboratory
7265,b4071 mutant Biolog assay,OD600 growth,Gly-Met,2.0,Blattner Laboratory
7266,b4072 mutant Biolog assay,OD600 growth,Gly-Met,2.66,Blattner Laboratory
7267,b4073 mutant Biolog assay,OD600 growth,Gly-Met,2.32,Blattner Laboratory
7268,b4090 mutant Biolog assay,OD600 growth,Gly-Met,2.18,Blattner Laboratory
7269,b4094 mutant Biolog assay,OD600 growth,Gly-Met,2.08,Blattner Laboratory
7270,b4095 mutant Biolog assay,OD600 growth,Gly-Met,2.36,Blattner Laboratory
7271,b4096 mutant Biolog assay,OD600 growth,Gly-Met,1.76,Blattner Laboratory
7272,b4100 mutant Biolog assay,OD600 growth,Gly-Met,2.38,Blattner Laboratory
7273,b4104 mutant Biolog assay,OD600 growth,Gly-Met,2.17,Blattner Laboratory
7274,b4105 mutant Biolog assay,OD600 growth,Gly-Met,2.25,Blattner Laboratory
7275,b4106 mutant Biolog assay,OD600 growth,Gly-Met,1.78,Blattner Laboratory
7276,b4111 mutant Biolog assay,OD600 growth,Gly-Met,1.37,Blattner Laboratory
7277,b4117 mutant Biolog assay,OD600 growth,Gly-Met,1.43,Blattner Laboratory
7278,b4119 mutant Biolog assay,OD600 growth,Gly-Met,0.21,Blattner Laboratory
7279,b4120 mutant Biolog assay,OD600 growth,Gly-Met,0.37,Blattner Laboratory
7280,b4129 mutant Biolog assay,OD600 growth,Gly-Met,2.22,Blattner Laboratory
7281,b4138 mutant Biolog assay,OD600 growth,Gly-Met,2.38,Blattner Laboratory
7282,b4173 mutant Biolog assay,OD600 growth,Gly-Met,2.19,Blattner Laboratory
7283,b3091 mutant Biolog assay,OD600 growth,Glycerol,1.54,Blattner Laboratory
7284,b3093 mutant Biolog assay,OD600 growth,Glycerol,1.39,Blattner Laboratory
7285,b3132 mutant Biolog assay,OD600 growth,Glycerol,1.15,Blattner Laboratory
7286,b3137 mutant Biolog assay,OD600 growth,Glycerol,1.44,Blattner Laboratory
7287,b3161 mutant Biolog assay,OD600 growth,Glycerol,1.29,Blattner Laboratory
7288,b3172 mutant Biolog assay,OD600 growth,Glycerol,0.75,Blattner Laboratory
7289,b3213 mutant Biolog assay,OD600 growth,Glycerol,1.64,Blattner Laboratory
7290,b3224 mutant Biolog assay,OD600 growth,Glycerol,1.49,Blattner Laboratory
7291,b3225 mutant Biolog assay,OD600 growth,Glycerol,1.57,Blattner Laboratory
7292,b3236 mutant Biolog assay,OD600 growth,Glycerol,1.71,Blattner Laboratory
7293,b3265 mutant Biolog assay,OD600 growth,Glycerol,1.4,Blattner Laboratory
7294,b3336 mutant Biolog assay,OD600 growth,Glycerol,1.56,Blattner Laboratory
7295,b3359 mutant Biolog assay,OD600 growth,Glycerol,1.51,Blattner Laboratory
7296,b3396 mutant Biolog assay,OD600 growth,Glycerol,1.17,Blattner Laboratory
7297,b3403 mutant Biolog assay,OD600 growth,Glycerol,1.38,Blattner Laboratory
7298,b3409 mutant Biolog assay,OD600 growth,Glycerol,1.5,Blattner Laboratory
7299,b3415 mutant Biolog assay,OD600 growth,Glycerol,1.45,Blattner Laboratory
7300,b3416 mutant Biolog assay,OD600 growth,Glycerol,1.16,Blattner Laboratory
7301,b3426 mutant Biolog assay,OD600 growth,Glycerol,1.37,Blattner Laboratory
7302,b3429 mutant Biolog assay,OD600 growth,Glycerol,1.21,Blattner Laboratory
7303,b3430 mutant Biolog assay,OD600 growth,Glycerol,1.24,Blattner Laboratory
7304,b3431 mutant Biolog assay,OD600 growth,Glycerol,0.9,Blattner Laboratory
7305,b3437 mutant Biolog assay,OD600 growth,Glycerol,1.22,Blattner Laboratory
7306,b3450 mutant Biolog assay,OD600 growth,Glycerol,1.41,Blattner Laboratory
7307,b3451 mutant Biolog assay,OD600 growth,Glycerol,1.12,Blattner Laboratory
7308,b3454 mutant Biolog assay,OD600 growth,Glycerol,1.38,Blattner Laboratory
7309,b3456 mutant Biolog assay,OD600 growth,Glycerol,1.2,Blattner Laboratory
7310,b3500 mutant Biolog assay,OD600 growth,Glycerol,1.54,Blattner Laboratory
7311,b3517 mutant Biolog assay,OD600 growth,Glycerol,1.13,Blattner Laboratory
7312,b3519 mutant Biolog assay,OD600 growth,Glycerol,1.36,Blattner Laboratory
7313,b3542 mutant Biolog assay,OD600 growth,Glycerol,1.27,Blattner Laboratory
7314,b3543 mutant Biolog assay,OD600 growth,Glycerol,1.54,Blattner Laboratory
7315,b3544 mutant Biolog assay,OD600 growth,Glycerol,1.35,Blattner Laboratory
